user,Inception,The Shawshank Redemption,The Matrix,Interstellar,Pulp Fiction,Avatar,Jurassic Park,Forrest Gump,The Godfather,The Dark Knight,Star Wars,Titanic,Gladiator,The Lion King,Fight Club,Casablanca,The Lord of the Rings,The Avengers,Eternal Sunshine of the Spotless Mind,The Social Network,Black Panther,La La Land,The Grand Budapest Hotel,Blade Runner 2049,The Incredibles,Toy Story,Gone with the Wind,The Silence of the Lambs,Shutter Island,The Revenant,The Breakfast Club,The Princess Bride,The Godfather Part II,The Big Lebowski,The Good Dinosaur
user7399,1,2,4,2,2,5,3,4,5,1,2,3,1,4,3,3,1,5,4,1,1,4,4,5,5,5,4,4,1,5,5,3,2,5,3
user7400,1,4,2,4,1,3,1,2,1,2,2,1,4,4,3,2,4,1,2,4,2,2,4,5,1,2,5,1,5,3,1,3,1,4,2
user7401,4,1,4,3,2,5,4,3,2,2,5,5,2,4,1,3,2,1,3,3,4,3,4,1,3,2,1,5,4,5,1,5,3,1,5
user7402,2,3,1,3,4,4,5,1,1,2,1,1,3,4,2,3,5,4,1,2,2,3,5,3,2,1,2,5,4,3,5,1,3,1,4
user7403,3,3,2,4,4,3,1,4,5,4,5,1,4,2,1,3,3,1,3,5,5,4,3,1,5,5,1,1,3,4,3,2,5,2,4
user7404,4,4,3,2,2,5,3,1,1,3,4,4,5,1,4,4,3,4,1,2,5,3,2,2,1,4,2,5,4,1,5,5,1,4,5
user7405,4,5,2,3,3,4,5,5,4,1,4,4,3,1,5,2,2,1,2,3,2,1,5,4,3,4,5,1,2,2,3,2,1,3,4
user7406,2,5,2,3,3,4,4,2,1,2,4,4,1,3,3,2,4,3,4,5,2,3,1,4,3,4,2,5,3,2,1,2,1,1,2
user7407,4,1,5,5,3,1,5,2,3,4,3,5,1,3,1,2,2,4,4,3,3,4,5,5,1,3,5,1,1,1,3,1,2,2,3
user7408,2,2,5,3,3,2,2,1,5,2,3,5,5,4,1,4,3,1,2,2,5,5,1,4,4,2,5,3,2,2,1,5,3,5,4
user7409,3,2,2,4,4,1,1,4,5,1,3,5,2,2,1,4,1,1,3,1,3,5,3,3,1,3,5,1,1,2,1,1,4,4,5
user7410,4,3,4,4,1,2,5,4,1,2,2,5,2,5,1,5,2,4,3,5,1,2,4,5,2,4,3,4,4,4,3,5,4,2,3
user7411,1,4,3,2,2,2,1,2,4,1,2,5,2,2,1,4,5,5,4,4,1,4,2,4,3,1,4,3,3,2,3,1,5,5,1
user7412,2,2,2,5,4,4,3,3,4,3,5,2,1,5,3,1,4,2,3,4,5,1,2,3,5,2,1,2,4,2,5,3,4,5,5
user7413,2,4,1,2,5,4,2,4,1,4,1,2,4,4,2,2,3,2,3,4,2,4,4,1,3,3,5,4,2,5,2,4,4,1,2
user7414,2,4,5,5,2,5,3,4,4,3,3,1,2,2,3,2,1,1,5,1,1,4,4,2,4,4,3,3,2,2,3,3,2,3,5
user7415,2,2,2,1,2,3,1,4,1,4,3,5,3,1,5,4,5,2,2,4,4,3,2,1,1,5,1,3,5,4,5,3,4,5,2
user7416,3,2,2,1,4,1,2,3,4,2,5,2,2,5,5,5,1,5,1,2,5,3,1,5,5,5,1,5,3,1,5,4,5,2,3
user7417,2,5,1,2,1,4,3,5,5,1,5,4,1,3,2,1,3,3,2,4,5,3,4,2,2,2,1,5,5,3,5,2,3,3,4
user7418,2,3,2,3,4,5,5,5,5,2,2,2,5,5,2,5,3,3,2,3,3,4,4,4,2,5,3,4,5,4,3,3,1,4,4
user7419,2,1,2,2,4,1,3,3,3,1,1,3,4,1,1,3,3,3,1,1,5,4,2,3,2,3,3,5,2,2,3,3,3,2,4
user7420,2,2,2,2,3,1,1,1,5,5,5,3,3,1,4,5,1,3,2,4,3,1,1,4,2,1,1,2,3,5,2,3,1,5,5
user7421,5,4,2,5,5,4,5,1,4,4,4,2,4,3,3,2,4,4,4,4,3,4,1,2,3,3,5,5,1,4,2,3,2,4,5
user7422,1,5,5,2,2,2,5,3,4,3,3,5,2,1,4,2,1,4,5,4,3,4,2,1,1,1,1,5,4,5,2,3,3,2,5
user7423,5,5,2,3,1,2,5,5,1,1,5,5,1,2,1,5,5,4,1,5,2,5,1,5,1,3,4,3,3,1,4,1,5,4,3
user7424,4,5,5,3,4,3,1,4,1,4,1,1,5,5,2,1,1,5,2,4,2,1,2,3,4,2,1,2,4,3,3,1,3,2,2
user7425,5,4,1,5,5,1,5,4,5,3,2,5,3,5,3,1,3,3,5,3,4,2,2,5,2,2,4,5,1,4,4,5,1,1,4
user7426,1,1,1,1,3,5,2,2,2,1,4,2,4,2,5,1,4,1,5,1,4,4,4,1,1,2,5,4,4,5,2,4,1,5,5
user7427,5,5,3,3,4,3,2,2,4,4,3,3,5,1,1,5,1,4,5,2,4,5,5,5,3,1,3,4,4,5,4,5,2,2,4
user7428,1,1,4,1,3,3,1,4,3,3,5,2,1,4,1,4,3,4,2,2,5,3,4,1,4,3,3,2,3,5,2,1,2,5,1
user7429,3,3,4,3,4,5,3,2,3,5,2,1,4,5,2,3,2,1,4,4,2,1,3,2,5,3,3,2,4,2,5,1,3,4,4
user7430,2,2,5,1,4,5,5,2,4,3,3,2,2,2,5,2,1,2,5,3,3,1,5,2,1,5,2,2,5,3,2,3,1,5,5
user7431,5,1,4,1,3,4,3,5,5,1,5,2,4,1,5,1,2,1,1,3,3,4,5,4,3,2,2,2,4,4,3,4,3,1,3
user7432,1,4,3,2,5,4,1,2,4,5,2,5,2,5,4,1,2,2,2,5,4,3,3,2,2,2,2,5,3,4,1,5,5,5,2
user7433,4,1,2,5,5,3,1,3,5,3,3,3,5,3,4,1,2,2,5,1,2,4,5,2,4,3,3,5,2,4,2,2,1,3,1
user7434,5,2,2,2,4,5,5,2,2,5,5,1,1,1,2,5,1,4,3,1,5,3,5,3,3,1,1,3,4,4,3,4,5,5,4
user7435,4,5,4,5,1,3,3,2,2,4,4,3,4,2,2,5,5,2,1,1,2,1,3,4,2,2,5,4,1,3,3,2,4,5,1
user7436,4,3,1,2,1,4,2,4,4,4,4,4,1,4,3,3,1,4,3,1,2,5,5,1,4,5,4,4,2,1,1,2,1,1,1
user7437,1,3,1,5,5,2,3,3,1,5,5,2,3,2,1,4,3,2,3,5,3,3,2,4,1,5,1,3,4,2,5,3,5,2,2
user7438,4,5,3,4,4,3,4,3,4,1,1,1,5,2,4,4,5,4,4,2,3,4,4,3,5,1,1,5,2,1,3,2,1,4,1
user7439,1,3,5,2,5,5,5,2,4,5,2,3,2,1,4,3,5,1,2,4,1,4,4,3,2,3,1,5,5,3,3,5,4,5,2
user7440,2,3,2,3,1,2,1,1,2,2,3,1,2,4,2,2,3,1,3,2,3,1,5,1,4,2,3,5,4,1,3,3,3,1,5
user7441,1,3,3,1,4,3,4,1,3,3,5,2,5,4,1,5,2,3,5,2,5,2,2,5,4,1,1,4,1,5,4,3,1,3,2
user7442,5,2,3,5,5,2,3,4,2,5,2,2,3,1,1,1,5,3,4,1,5,2,4,1,4,4,1,1,3,4,5,3,5,5,5
user7443,2,1,4,3,5,1,2,3,5,4,3,1,3,4,3,4,3,1,2,4,3,5,2,2,1,4,4,1,1,1,1,1,2,4,2
user7444,2,2,1,2,3,4,5,1,1,2,4,2,5,4,1,1,3,2,4,4,4,3,1,2,2,5,5,4,2,5,2,4,1,3,3
user7445,3,4,4,5,2,1,5,1,2,2,5,2,5,2,1,3,1,1,3,1,3,1,1,5,1,5,2,5,2,1,2,5,5,5,4
user7446,3,1,2,2,1,4,4,5,5,4,4,1,3,1,4,5,5,1,4,5,2,4,3,4,2,5,5,4,3,5,2,2,4,4,4
user7447,1,1,4,1,4,4,5,2,5,2,1,1,3,5,1,4,2,5,3,3,3,4,4,3,3,5,4,5,2,2,5,5,3,3,3
user7448,4,4,5,3,3,3,4,5,1,2,5,1,4,4,4,1,5,1,3,2,5,3,4,1,5,2,3,1,3,1,5,4,2,4,5
user7449,1,2,4,1,2,3,4,2,3,3,1,3,5,5,2,3,1,3,4,5,4,3,2,3,1,3,1,4,3,3,4,5,5,4,1
user7450,1,4,2,2,5,5,3,2,1,4,3,1,3,1,5,3,3,5,4,2,4,4,3,4,3,5,4,5,4,3,5,1,1,1,4
user7451,1,2,5,5,4,5,5,4,1,4,2,4,3,2,3,5,2,3,1,2,3,4,3,4,2,4,1,1,2,1,3,1,2,5,1
user7452,3,3,2,3,3,4,1,5,3,2,2,1,3,1,4,5,1,1,3,4,2,5,1,1,2,1,4,4,1,3,3,3,1,3,3
user7453,1,4,4,5,5,5,1,4,4,1,2,5,1,1,2,1,5,2,4,1,4,4,3,2,5,4,5,3,1,2,4,3,5,5,5
user7454,3,1,4,2,2,1,2,1,1,4,3,3,2,2,1,3,4,2,5,5,1,2,2,3,2,2,1,2,3,3,4,5,3,1,4
user7455,2,2,5,5,4,3,4,5,3,4,1,3,2,1,1,2,3,5,2,4,1,1,1,4,5,3,1,4,2,5,5,3,5,1,1
user7456,4,4,4,5,4,4,3,5,1,5,4,3,1,5,2,4,1,2,4,1,2,5,5,1,1,5,2,1,2,1,3,5,4,1,3
user7457,1,5,4,2,2,1,3,3,1,2,5,1,2,5,2,3,5,2,3,2,2,4,2,3,5,4,3,5,5,5,1,4,5,5,4
user7458,5,5,4,2,5,3,4,1,4,3,1,4,3,3,1,5,3,5,5,3,2,2,4,3,1,3,4,5,3,4,4,2,2,1,1
user7459,3,3,4,2,1,5,4,4,1,5,3,3,3,1,5,4,4,5,5,4,4,2,4,4,1,3,5,4,2,4,1,4,2,2,1
user7460,3,2,5,2,2,3,2,4,4,3,1,1,2,2,5,4,2,3,4,3,5,4,2,2,3,5,2,4,3,2,3,1,1,3,2
user7461,1,2,4,4,3,2,5,5,3,2,1,1,5,1,1,1,5,3,2,3,4,3,4,1,5,5,4,4,3,5,2,3,1,5,3
user7462,1,4,5,4,2,1,2,5,2,5,3,1,4,5,3,3,3,2,1,1,1,4,5,2,1,2,4,5,4,3,2,5,5,4,5
user7463,5,5,3,3,3,2,3,3,5,5,4,1,2,5,1,2,1,4,1,5,5,5,5,4,5,4,3,4,5,4,2,1,4,2,2
user7464,4,3,2,1,2,3,1,4,4,1,5,1,5,4,4,5,4,3,5,2,1,4,5,3,3,5,1,5,5,1,2,4,1,4,4
user7465,1,5,1,3,2,5,2,5,1,2,3,5,2,4,5,3,2,2,1,4,2,3,2,1,4,5,1,2,2,4,1,3,4,5,5
user7466,2,1,2,5,1,2,5,4,5,1,5,3,4,2,2,2,2,3,2,5,2,1,5,1,2,5,4,2,2,2,3,4,4,1,4
user7467,4,5,3,4,4,2,5,1,4,2,1,3,1,4,3,4,5,3,5,1,5,2,5,2,5,2,5,5,3,1,3,4,5,1,5
user7468,3,4,1,3,1,3,3,1,4,1,5,1,2,3,1,2,5,3,1,4,2,1,4,4,2,4,2,4,3,3,3,5,4,5,3
user7469,5,2,2,5,2,3,2,2,1,1,4,3,5,5,4,3,3,5,2,2,1,5,2,5,1,4,2,4,4,3,3,1,5,1,2
user7470,1,1,5,5,4,3,4,3,5,1,3,4,1,3,5,4,3,4,5,3,3,2,4,5,4,3,5,3,3,4,2,3,2,5,3
user7471,5,4,3,3,1,2,2,5,5,2,2,3,3,3,5,5,1,5,4,4,5,1,1,1,2,2,1,5,2,4,1,3,3,1,4
user7472,1,1,2,1,4,1,5,3,4,2,1,1,3,1,4,2,3,2,4,2,5,2,2,3,5,2,3,4,3,3,4,5,4,3,4
user7473,5,4,5,5,5,5,3,5,5,2,1,1,3,2,2,4,1,5,3,4,2,2,1,4,5,4,3,2,4,1,1,5,5,3,2
user7474,4,2,3,3,2,3,3,5,4,3,1,2,1,2,4,2,2,5,1,4,4,3,5,5,5,2,2,3,2,1,2,3,1,5,4
user7475,3,2,1,2,2,5,1,1,5,4,3,4,4,5,2,1,1,5,4,1,2,5,5,1,2,5,1,3,2,3,4,3,4,3,2
user7476,1,2,3,3,5,1,2,1,5,3,4,1,3,3,4,4,4,4,5,3,1,4,1,1,2,5,3,1,4,5,5,5,3,1,3
user7477,4,1,4,5,2,2,5,1,2,5,3,1,4,5,4,1,3,4,4,3,5,2,4,3,4,1,4,3,4,3,4,1,2,4,4
user7478,2,3,5,4,3,3,5,5,1,2,5,1,4,3,3,5,5,3,4,3,5,5,4,5,1,3,3,3,4,5,1,2,1,4,3
user7479,4,2,2,5,1,5,1,4,4,1,3,4,5,3,5,3,5,5,3,2,1,2,4,5,4,3,1,1,1,5,4,3,4,2,4
user7480,4,4,3,1,1,3,5,3,3,5,3,2,4,2,5,1,3,4,2,5,2,3,4,5,3,4,2,3,2,2,1,2,3,2,5
user7481,5,3,3,1,1,1,3,2,3,1,5,5,5,5,1,4,4,2,4,2,3,4,4,2,5,1,2,3,1,2,3,2,1,1,4
user7482,3,5,4,1,4,1,5,5,3,3,3,1,1,1,5,3,4,3,2,3,5,1,4,1,4,2,3,1,1,1,4,4,1,5,5
user7483,3,4,4,4,4,2,5,4,3,3,3,5,4,3,3,2,4,2,4,1,2,3,1,5,5,3,3,5,2,1,1,4,1,3,2
user7484,3,2,5,4,2,3,3,4,1,4,4,1,3,4,1,5,4,2,5,4,5,5,2,4,2,1,3,3,2,5,3,2,1,4,4
user7485,2,4,2,5,1,4,4,5,4,1,4,5,4,2,2,1,3,4,5,4,5,2,2,5,3,4,4,3,2,4,5,5,5,5,4
user7486,3,5,2,3,4,2,4,1,3,3,2,2,3,2,1,5,4,2,5,1,3,4,5,2,3,1,4,1,2,1,1,5,1,2,4
user7487,4,2,5,1,4,3,2,5,4,5,1,2,5,5,3,3,5,2,5,3,2,5,5,3,3,5,4,4,5,4,1,4,1,5,5
user7488,3,3,3,5,5,5,2,4,4,3,3,3,1,4,4,5,4,5,1,1,4,3,3,3,1,5,5,2,2,5,3,5,4,4,1
user7489,3,3,2,1,1,1,2,5,3,3,3,2,3,1,5,1,5,5,1,5,3,3,2,2,3,2,1,1,5,3,5,5,2,1,2
user7490,5,2,1,2,2,2,1,5,2,5,4,2,5,2,5,4,5,1,4,4,2,3,3,2,5,4,4,5,4,2,1,1,2,4,3
user7491,2,2,5,5,4,5,3,5,5,2,3,2,3,1,1,5,3,1,2,4,5,5,4,1,4,2,3,4,1,2,3,3,2,1,1
user7492,3,4,2,2,1,2,3,2,5,4,4,5,4,5,4,2,2,3,1,1,3,4,3,1,3,2,5,2,5,2,2,1,3,3,3
user7493,2,3,5,4,4,3,3,4,4,1,3,2,5,2,1,3,5,4,5,1,5,5,1,1,4,5,1,2,2,2,3,4,1,1,5
user7494,3,3,3,5,5,3,5,3,3,5,2,5,4,2,3,2,3,1,5,2,1,3,2,1,5,5,2,2,1,2,2,2,4,5,5
user7495,5,1,1,2,2,2,4,2,1,1,2,1,5,2,2,5,5,1,1,5,5,4,3,5,1,4,2,1,3,5,2,5,1,5,4
user7496,1,3,5,1,3,1,5,3,3,3,1,4,4,2,1,3,2,2,4,3,5,4,5,2,1,2,5,4,2,5,1,5,2,1,1
user7497,2,4,2,5,2,4,4,1,3,1,5,5,1,3,1,4,4,2,5,2,1,3,3,5,3,5,3,2,5,1,5,1,2,5,3
user7498,5,2,1,3,2,4,5,3,4,2,5,3,4,2,2,1,5,4,4,3,4,1,2,5,5,1,5,5,5,1,2,2,1,2,2
user7499,4,2,2,3,2,1,1,1,4,1,2,4,2,3,1,4,4,2,2,5,3,3,3,3,3,3,4,4,2,5,2,2,5,5,2
user7500,3,2,4,4,4,3,1,5,4,3,5,3,1,5,2,3,5,2,5,2,5,4,1,5,3,1,5,5,4,2,2,1,5,4,2
user7501,2,1,1,3,4,4,2,3,3,4,5,3,3,1,3,4,4,3,2,1,1,3,5,5,1,5,2,1,2,4,4,2,3,3,3
user7502,2,4,1,2,1,1,2,3,5,3,2,5,2,2,3,5,1,3,5,2,1,1,5,4,3,4,2,5,4,3,2,1,5,5,5
user7503,5,2,4,5,5,2,1,3,4,5,3,4,3,5,2,3,4,4,4,5,5,2,3,2,1,3,5,2,1,1,4,1,5,2,3
user7504,4,2,2,1,3,2,4,5,5,1,2,3,3,3,2,3,4,1,2,4,2,1,3,1,3,1,2,4,5,1,1,1,3,3,4
user7505,1,3,2,2,3,1,2,1,2,4,3,1,4,3,2,4,2,4,3,3,5,3,2,4,4,2,5,4,4,3,3,1,5,1,1
user7506,3,1,2,2,1,4,5,2,1,2,3,1,1,5,3,5,2,2,5,1,5,5,5,2,2,3,5,5,4,5,1,5,5,3,1
user7507,5,5,5,2,5,2,2,3,3,2,4,2,4,2,3,5,2,2,5,5,5,5,2,2,2,5,1,1,2,4,5,2,2,5,3
user7508,5,2,3,4,1,1,2,5,3,1,5,2,5,2,5,2,1,3,4,5,4,4,3,2,1,3,3,4,1,2,1,1,4,3,4
user7509,1,2,1,2,2,2,2,1,5,2,1,5,1,5,5,3,1,1,5,4,2,1,1,4,3,1,2,1,2,3,4,3,2,3,5
user7510,4,5,3,3,3,4,1,5,3,5,2,5,3,3,2,4,5,4,1,1,5,1,2,2,3,2,2,5,5,5,2,3,5,1,1
user7511,2,2,5,1,5,4,1,4,2,4,5,5,3,4,1,2,4,1,3,5,1,1,5,4,2,1,3,5,3,5,2,1,2,5,1
user7512,2,2,3,2,5,2,3,5,5,3,5,4,1,3,5,4,3,4,3,4,2,4,2,3,4,1,5,1,2,2,5,4,5,5,1
user7513,2,5,5,3,1,2,4,3,2,3,2,4,2,2,5,1,3,4,5,4,4,1,1,1,4,3,3,5,2,3,2,2,1,2,2
user7514,4,1,4,2,2,3,4,4,3,5,4,3,4,2,2,1,3,5,2,3,4,5,2,5,4,1,2,3,3,4,2,2,5,3,3
user7515,5,1,5,2,2,2,4,2,5,5,4,5,2,5,3,2,3,3,4,2,2,2,1,3,1,2,5,3,5,5,2,3,5,4,1
user7516,5,5,5,1,4,2,1,2,5,5,3,1,3,4,1,4,5,3,1,4,3,2,3,2,4,3,3,5,1,5,1,3,3,5,2
user7517,1,1,1,5,1,4,4,2,3,1,1,4,2,2,4,5,3,2,3,4,4,2,5,3,1,4,4,5,4,1,2,2,2,4,2
user7518,3,3,3,3,2,3,4,1,2,4,2,3,2,3,1,2,3,4,1,1,1,4,3,3,3,4,1,5,4,1,1,2,1,1,4
user7519,1,1,1,1,2,1,5,4,4,5,2,1,5,1,5,1,2,1,2,1,3,5,5,1,5,3,1,3,2,5,2,4,3,5,1
user7520,4,5,1,2,5,5,2,2,3,3,1,4,1,5,4,5,1,1,2,3,1,2,3,5,3,2,1,2,4,5,3,5,2,1,4
user7521,5,4,1,2,2,4,4,1,5,5,3,3,4,1,5,2,3,4,3,1,4,3,2,4,1,1,4,4,4,1,5,2,2,5,1
user7522,1,5,4,4,4,5,5,2,3,5,5,4,4,4,1,3,4,4,5,5,4,5,4,1,4,4,4,4,2,4,4,3,2,2,3
user7523,1,2,5,2,1,4,5,1,1,5,1,3,1,1,2,4,1,3,2,4,4,1,4,5,3,1,2,2,4,5,1,5,5,5,4
user7524,3,3,2,1,2,2,5,4,5,5,3,5,4,3,1,3,5,5,2,3,3,2,2,2,3,3,5,2,1,2,1,4,5,2,3
user7525,4,4,3,1,3,3,5,5,5,4,3,1,1,2,3,3,5,2,4,4,2,5,4,3,4,2,3,5,2,3,5,4,5,1,5
user7526,3,1,2,2,1,2,5,4,5,1,1,4,1,3,1,5,1,1,5,4,5,1,5,4,5,4,5,5,2,5,1,5,3,4,1
user7527,1,4,5,5,3,5,1,3,5,3,1,4,5,1,5,3,3,4,1,3,3,2,1,3,5,2,4,4,1,3,2,5,3,3,4
user7528,2,2,2,3,1,2,3,1,1,2,2,4,1,1,3,2,1,4,5,4,1,1,5,5,1,2,1,3,1,2,2,4,4,2,1
user7529,4,5,1,4,4,3,3,4,5,3,2,4,5,5,3,2,2,2,2,5,3,4,4,4,5,4,5,3,4,1,4,3,1,5,5
user7530,2,4,1,1,5,4,4,1,3,1,3,1,3,4,4,2,3,3,3,5,4,3,3,5,1,4,3,1,3,1,4,5,5,1,1
user7531,4,3,4,5,5,4,4,2,5,3,1,2,2,4,3,5,4,3,5,2,5,2,3,1,1,3,1,4,3,2,1,1,1,3,5
user7532,1,2,1,4,5,3,1,1,1,4,4,2,1,3,1,1,3,4,5,5,2,5,4,1,3,1,2,4,3,3,2,5,4,4,4
user7533,3,3,4,4,1,3,3,3,4,2,5,2,5,3,5,4,3,2,1,1,3,2,4,1,4,3,4,1,5,3,1,5,5,3,2
user7534,4,1,4,2,5,5,4,2,3,3,3,1,1,4,3,4,3,4,5,4,5,4,4,4,4,4,3,4,4,3,2,1,4,4,3
user7535,3,4,4,5,1,5,4,1,3,1,5,5,1,1,4,1,1,2,5,2,1,1,3,1,2,3,5,3,1,3,3,4,2,5,1
user7536,2,4,1,1,3,1,5,3,5,1,4,1,2,2,5,4,4,3,3,4,5,2,1,1,1,1,1,4,1,1,1,5,1,4,5
user7537,5,4,2,5,1,4,2,1,3,4,2,4,3,4,1,2,1,1,5,5,1,4,2,3,3,1,4,3,2,5,4,2,4,4,5
user7538,3,3,2,2,1,3,2,3,1,2,2,3,5,5,1,4,5,2,5,4,2,3,3,4,1,1,1,2,1,3,1,1,1,4,3
user7539,4,3,4,3,4,2,1,5,5,1,4,3,2,2,4,2,4,2,4,3,1,5,4,3,2,5,1,1,2,2,1,3,2,4,3
user7540,4,5,2,3,2,4,5,1,5,5,4,1,5,5,1,1,3,2,4,5,1,5,1,5,4,1,3,3,5,3,5,1,1,1,4
user7541,1,4,4,5,5,4,1,2,3,1,5,4,5,4,5,3,4,4,5,1,5,5,4,2,4,2,3,5,5,5,5,4,5,5,5
user7542,3,4,5,3,1,2,3,5,1,4,5,2,1,4,3,2,4,1,4,4,5,1,1,2,2,2,3,3,4,5,2,5,1,4,5
user7543,2,4,2,4,2,3,2,2,1,5,2,1,1,5,4,2,2,1,3,2,4,3,1,2,4,4,1,2,3,2,2,2,5,1,2
user7544,2,5,5,1,5,1,1,2,3,1,5,3,1,3,2,5,2,5,4,1,4,5,5,1,2,3,5,5,5,1,4,1,2,3,5
user7545,4,4,2,5,3,4,2,3,5,5,1,4,4,2,3,2,2,2,5,1,2,3,3,2,3,4,5,4,2,5,5,2,4,5,1
user7546,5,4,3,3,2,4,2,5,4,3,1,2,1,1,2,2,3,4,1,1,2,2,3,3,2,3,4,2,4,3,1,4,5,3,2
user7547,3,4,5,3,5,4,5,4,4,3,4,4,2,5,4,2,1,2,5,4,1,5,5,5,4,1,3,4,3,4,3,4,5,1,4
user7548,1,1,3,1,3,1,5,2,1,5,1,4,4,2,2,5,1,2,5,5,3,4,2,4,5,5,4,4,4,2,2,2,1,1,1
user7549,2,3,5,2,2,4,5,3,3,1,4,3,1,5,2,1,5,4,5,4,1,4,2,1,2,2,4,2,4,1,1,3,5,1,3
user7550,3,5,1,1,1,4,5,1,4,5,4,4,1,2,2,2,4,3,4,1,5,3,2,2,4,5,4,2,4,4,4,1,4,1,5
user7551,4,5,2,1,5,5,2,3,2,2,2,5,1,5,4,5,5,5,2,3,5,3,5,4,4,1,3,4,1,3,1,3,5,4,5
user7552,4,5,4,2,2,3,1,1,4,2,5,1,1,5,4,1,5,3,4,2,3,3,5,4,5,4,1,4,3,2,1,4,4,4,2
user7553,1,2,1,1,4,5,1,1,4,3,5,4,4,4,4,5,3,5,4,4,1,1,5,3,4,1,5,5,4,4,5,2,3,3,3
user7554,5,4,4,1,5,5,2,1,4,1,3,3,2,3,4,3,2,1,5,5,2,1,1,1,5,4,1,3,3,2,1,3,5,3,4
user7555,2,4,4,5,4,5,4,3,3,1,1,4,5,1,5,1,3,3,3,3,2,5,4,3,2,4,3,3,5,1,2,3,3,3,3
user7556,1,3,5,5,5,5,2,4,4,4,1,1,1,3,4,5,3,3,4,5,5,5,2,4,5,1,1,4,1,1,3,4,3,5,4
user7557,4,3,5,3,1,2,1,5,1,5,1,4,2,5,3,2,4,1,2,3,5,2,1,5,4,2,3,5,1,4,3,5,4,2,3
user7558,3,1,4,3,1,4,3,2,2,2,2,5,3,3,2,5,2,3,4,1,5,1,1,4,2,5,1,2,1,5,1,4,3,4,1
user7559,2,4,1,3,4,3,5,2,3,5,3,1,5,4,5,3,4,2,2,2,2,3,1,4,1,2,2,4,4,1,2,3,3,3,1
user7560,5,4,4,1,1,2,5,4,2,1,3,3,3,2,1,5,4,5,1,4,5,3,2,1,5,3,5,5,5,5,4,5,2,2,2
user7561,4,3,3,2,1,1,3,1,5,4,1,4,3,2,4,1,5,2,5,2,1,2,3,2,2,1,2,4,1,1,1,2,1,2,4
user7562,1,3,2,1,3,4,4,3,4,1,1,1,3,4,2,5,3,1,4,3,3,4,1,1,4,4,5,2,4,5,3,4,3,3,3
user7563,4,4,4,3,4,2,1,2,3,2,2,4,5,1,3,5,3,4,5,1,3,1,3,1,4,4,1,4,4,3,1,4,3,4,3
user7564,4,4,4,4,4,5,5,4,1,5,4,1,5,1,1,4,4,2,3,5,4,3,3,4,1,3,2,3,2,2,3,4,4,1,3
user7565,4,4,5,2,5,5,2,4,1,3,1,2,3,4,5,5,1,2,2,4,2,4,5,4,3,1,5,4,2,3,4,4,3,4,4
user7566,3,3,2,2,4,3,2,2,4,1,2,4,5,1,1,1,4,5,3,1,3,2,3,1,2,2,4,2,4,5,2,2,3,2,1
user7567,4,4,1,2,4,1,5,5,3,5,3,2,2,3,3,5,4,3,2,2,5,4,3,4,4,4,3,2,1,4,4,2,5,3,3
user7568,1,1,4,2,4,3,1,5,3,5,1,1,4,4,2,5,1,1,2,4,2,1,3,4,2,2,4,4,5,3,4,3,3,4,1
user7569,4,5,5,1,3,5,4,4,1,5,3,4,1,4,4,1,4,5,1,1,2,5,5,3,3,4,1,2,5,3,4,1,1,3,4
user7570,5,1,1,3,1,3,2,1,1,4,3,5,2,3,5,3,4,3,1,2,3,4,4,5,1,3,1,2,4,4,1,4,2,5,1
user7571,2,5,5,1,5,4,3,2,4,5,2,5,2,1,4,5,5,5,3,1,4,2,2,3,5,2,5,5,2,1,1,2,4,2,2
user7572,1,4,3,2,1,4,3,1,1,5,5,4,5,5,1,3,2,2,2,1,3,3,4,4,5,4,4,2,3,4,4,2,3,4,1
user7573,2,5,3,5,2,2,4,2,3,1,5,1,1,2,2,3,1,3,2,3,1,5,2,5,1,1,5,4,4,5,2,3,2,3,3
user7574,1,5,2,5,3,1,2,1,3,3,5,4,3,5,2,4,1,2,1,3,1,1,3,4,4,5,1,1,2,5,5,2,5,3,2
user7575,5,3,3,2,5,2,5,1,5,1,4,5,5,5,2,3,2,2,2,5,1,2,3,3,2,3,1,1,5,5,4,4,3,4,4
user7576,1,5,5,4,1,3,5,5,4,3,1,3,1,3,1,4,3,2,5,2,1,4,4,4,1,1,2,2,1,5,4,2,1,3,5
user7577,4,3,3,2,2,4,5,2,1,2,5,3,5,4,4,5,4,2,3,5,3,3,3,3,1,4,2,5,3,5,4,4,4,2,3
user7578,1,5,5,4,5,1,5,3,3,4,1,2,5,5,2,3,5,5,2,4,2,4,3,5,5,2,1,1,1,3,5,3,3,4,3
user7579,3,1,2,2,2,4,4,4,3,3,3,2,5,4,5,2,4,4,4,2,1,2,2,4,5,1,1,5,4,1,4,5,5,1,5
user7580,5,4,1,3,1,5,2,1,2,1,1,1,3,3,2,2,2,4,3,2,1,4,3,5,2,5,4,4,5,5,1,1,3,2,1
user7581,2,5,3,4,2,5,4,5,2,4,2,2,3,3,1,1,1,4,1,3,1,1,3,1,1,1,4,4,4,4,1,5,4,1,2
user7582,5,5,1,2,1,1,1,5,5,5,4,4,2,4,4,3,1,3,4,4,4,5,5,1,4,2,4,2,2,3,2,5,3,4,2
user7583,4,5,1,5,3,4,3,4,5,2,1,2,3,1,1,5,3,3,1,2,1,5,5,1,3,4,5,2,5,1,4,1,1,2,2
